id,conversation_id,turn_no,speaker,utterance,intent,negotiation_strategy,negotiation_stage,travel_persona
232,1052,10,0,"Thank you for your understanding. I appreciate your efforts to tailor the package to my budget. I'm excited to experience the scenic rides, indoor swimming pool, and gourmet dining. If there are any additional activities or services that can be included within my budget, please let me know.",Negotiate-Price-NoChange,,,"['gourmet dining', 'indoor swimming pool', 'snowboarding', 'scenic rides', 'additional discount', 'understanding', 'amenity snowboarding', 'additional activities', 'snowboarding amenity', 'activities', 'mountain resort package']"
232,1052,10,1,"Thank you for your appreciation. I'm glad that you are excited about the package. I understand your budget constraints, but I assure you that the package already includes a wide range of activities and amenities. However, I will check if there are any additional activities or services that can be included within your budget. I will get back to you with the details as soon as possible.",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
232,1052,11,0,"I appreciate your understanding and the wide range of activities and amenities included in the package. However, my budget is quite strict and I can only afford up to $16798.6054833137. I understand if this is not possible, but please let me know if there are any alternatives or any additional services that can be included within my budget. Thank you.",Negotiate-Price-Decrease,,,"['additional services', 'gourmet dining', 'indoor swimming pool', 'snowboarding', 'scenic rides', 'additional discount', 'understanding', 'amenity snowboarding', 'alternatives', 'additional activities', 'snowboarding amenity', 'activities', 'mountain resort package']"
232,1052,11,1,"I'm sorry, but we are unable to offer this package at the price you requested.",Reject,definitive-decision-making,decision_making,{}
233,360,1,0,Hi there! I'm really interested in the Cultural Heritage Tour. Can you provide me with more information about the package and the price?,Greet-Ask,,,['cultural heritage tour']
233,360,1,1,"'Hello! The Cultural Heritage Tour is a great package that allows you to immerse yourself in the rich cultural heritage of a destination. You will get to experience traditional performances, indulge in local cuisine, and visit important cultural landmarks. The package also includes amenities like language interpreter services, traditional costume rental, art and craft workshops, audio guides and headsets, expert lectures, and even souvenir shopping. All of this can be yours for the affordable price of $21500.",Greet-Inform,problem-solving,relational_positioning,{}
233,360,2,0,"I don't think I will be interested in wearing a traditional costume on this tour, so please remove the traditional costume rental from the package.",Negotiate-Remove-X,,,"['traditional costume', 'cultural heritage tour', 'traditional costume rental']"
233,360,2,1,"I understand that you don't want to include traditional costume rental in the package. As an alternative, I would recommend focusing on the souvenir shopping experience, which will bring down the cost of the tour to $21500.",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
233,360,3,0,"Yes, I would like to focus on the souvenir shopping experience instead.",provide_consent,,,"['traditional costume', 'souvenir shopping experience', 'cultural heritage tour', 'traditional costume rental']"
233,360,3,1,"Thanks for your consent, we will focus on the souvenir shopping experience instead.",consent_response,strategic-proposal,problem_identification,{}
233,360,4,0,"I appreciate your consideration, but I was really looking forward to experiencing the traditional performances and art and craft workshops. Can we maybe adjust the package to include those amenities within my budget of $16783?",Negotiate-Price-NoChange,,,"['souvenir shopping experience', 'cultural heritage tour', 'traditional costume rental', 'consideration', 'traditional costume', 'art and craft workshops', 'traditional performances']"
233,360,4,1,Thank you for considering our tour package. I'm happy to inform you that we can accept the deal. Thanks!,Accept,definitive-decision-making,decision_making,{}
234,294,1,0,Hi there! I'm really interested in the Cultural Heritage Tour. Can you provide me with more information about the package and the price?,Greet-Ask,,,['cultural heritage tour']
234,294,1,1,"'Hello! The Cultural Heritage Tour is a great package that allows you to immerse yourself in the rich cultural heritage of a destination. You will get to experience traditional performances, indulge in local cuisine, and visit important cultural landmarks. The package also includes amenities like language interpreter services, traditional costume rental, art and craft workshops, audio guides and headsets, expert lectures, and even souvenir shopping. All of this can be yours for the affordable price of $21500.",Greet-Inform,problem-solving,relational_positioning,{}
234,294,2,0,"I don't think I will be interested in wearing a traditional costume on this tour, so please remove the traditional costume rental from the package.",Negotiate-Remove-X,,,"['traditional costume', 'cultural heritage tour', 'traditional costume rental']"
234,294,2,1,"I understand that you don't want to include traditional costume rental in the package. As an alternative, I would recommend focusing on the souvenir shopping experience, which will bring down the cost of the tour to $21500.",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
234,294,3,0,"Yes, I would like to focus on the souvenir shopping experience instead.",provide_consent,,,"['traditional costume', 'souvenir shopping experience', 'cultural heritage tour', 'traditional costume rental']"
234,294,3,1,"Thanks for your consent, we will focus on the souvenir shopping experience instead.",consent_response,strategic-proposal,problem_identification,{}
234,294,4,0,"I appreciate your consideration, but I was really looking forward to experiencing the traditional performances and art and craft workshops. Can we maybe adjust the package to include those amenities within my budget of $16783?",Negotiate-Price-NoChange,,,"['souvenir shopping experience', 'cultural heritage tour', 'traditional costume rental', 'consideration', 'traditional costume', 'art and craft workshops', 'traditional performances']"
234,294,4,1,Thank you for considering our tour package. I'm happy to inform you that we can accept the deal. Thanks!,Accept,definitive-decision-making,decision_making,{}
243,800,1,0,"Hi!, I like the package Beach Getaway, can you tell me the price. ",Greet-Ask,,,['package beach getaway']
243,800,1,1,"Hello, the package is offering you services like Sunset cruises Beach bar and refreshments Beach bonfires Beach umbrella rental Beach chair rental Water sports equipment rental and it will cost you $12000. ",Greet-Inform,problem-solving,relational_positioning,{}
243,800,2,0,Have a look at the accommodation in Beach Getaway ,Ask_Clarification-Y,,,"['beach getaway', 'package beach getaway']"
243,800,2,1,The package is offering services which include Water Sports Water Sports Water Sports Beachside Accommodation Beachside Accommodation Beachside Accommodation Meals Meals Meals ,Provide_Clarification-Y,problem-solving,problem_identification,{}
243,800,3,0,What is the cost of this tour package ,Ask_Price,,,"['beach getaway', 'package beach getaway']"
243,800,3,1,The packaqge will cost you $11400? ,Tell_Price,problem-solving,problem_identification,{}
243,800,4,0,Can you provide this package at $8400? ,Negotiate-Price-Decrease,,,"['beach getaway', 'package beach getaway']"
243,800,4,1,"You should think how much you going to spend for an experience, we can propose you this package, you will spend $11400 for this package ",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
243,800,5,0,"1400 is much for a package of these types, and I am not looking for any experience, just I want to enjoy and relax with family, can we close in $8400 ",Negotiate-Price-NoChange,,,"['beach getaway', 'experience', 'package beach getaway']"
243,800,5,1,"Sir, $11000 is very low price we can not offer it to you, I can offer this pacakge in $10000, let me check if this pacakge will satisfy you, I will be back at this time. ",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
243,800,6,0,Could you tell me what are the meals included in Beach Getaway ,Ask_Clarification-Y,,,"['package beach getaway', 'beach getaway', 'experience', 'meals']"
243,800,6,1,"The package has a menu of the variety of food includes Breakfast, Lunch, Dinner, Room Service, Poolside ",Provide_Clarification-Y,problem-solving,offer_generation,{}
243,800,7,0,Could you tell me what about watersports going with Beach Getaway ,Ask_Clarification-Y,,,"['package beach getaway', 'beach getaway', 'experience', 'watersports', 'meals']"
243,800,7,1,"Yes, with this package you going to have a lot of fun in water sports activities such as Waterskiing, Wakeboarding, Kayaking, Windsurfing, Snorkelling, Parasailing, Beach Volleyball, Hiking, Dolphin watching, Scenic Drives and Mountain biking. ",Provide_Clarification-Y,problem-solving,offer_generation,{}
243,800,8,0,"I want this tour package, but I cannot go above $8400 ",Negotiate-Price-NoChange,,,"['package beach getaway', 'beach getaway', 'experience', 'watersports', 'meals']"
243,800,8,1,"This package will give you wonderful experience, to get this package you need to increase your budget ",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
243,800,9,0,"I am sorry, $8600 is max I have in my wallet, please let me buy with this budget with this price ",Negotiate-Price-Decrease,,,"['package beach getaway', 'beach getaway', 'experience', 'watersports', 'meals']"
243,800,9,1,"Sorry to disappoint you, considering amenities in this package is completely worthy of the price and by spending $11000 you will enjoy a lot you will get, let us look for another tour package which I will recommend under your budget ",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
243,800,10,0,"Sorry, I cannot spend any higher than $8800 for this tour package, may I suggest some other cheaper package for you? ",Negotiate-Price-Decrease,,,"['package beach getaway', 'beach getaway', 'experience', 'watersports', 'other cheaper package', 'meals']"
243,800,10,1,Thanks for your time but we cannot go lower down beyond some limits ,Reject,definitive-decision-making,decision_making,{}
244,1107,1,0,"Hello, I am interested in buying the Adventure Trekking Expedition package. Can you provide me with details about the package and also the price?",Greet-Ask,,,['adventure trekking expedition package']
244,1107,1,1,"'Hello, the Adventure Trekking Expedition package offers guided trekking, camping accommodation, meals, transportation, and amenities like camping gear and photography equipment rental. It also includes porter services for carrying heavy bags and transportation to and from the trekking location. The price for this package is $30800.'",Greet-Inform,problem-solving,relational_positioning,{}
244,1107,2,0,"I appreciate the details of the package, but my proposed budget is $23442. Is there any possibility of adjusting the price to meet my budget?",Negotiate-Price-NoChange,,,['adventure trekking expedition package']
244,1107,2,1,"Thank you for your interest in our package and for providing your proposed budget. While we understand your budget constraints, we have carefully considered all the inclusions and quality of services in this package and the best price we can offer is $29669.794563931006. We believe this price is fair given the value and experience you will receive.",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
244,1107,3,0,I don't require porter services as I can manage my own heavy bags. Please remove the amenity porter services from the package.,Negotiate-Remove-X,,,"['amenity porter services', 'own heavy bags', 'adventure trekking expedition package', 'porter services']"
244,1107,3,1,"As per your request, we will remove the amenity of porter services from the package. However, since your budget is $0, we understand that you are looking for a lower-priced option. We can provide you with transportation to and from the trekking location at a cost of $29669.79.",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
244,1107,4,0,"No, I do not want to add transportation to and from the trekking location. Thank you.",provide_consent,,,"['amenity porter services', 'transportation', 'own heavy bags', 'adventure trekking expedition package', 'porter services', 'trekking location']"
244,1107,4,1,"Thanks for your consent, we will not add transportation to and from the trekking location.",consent_response,strategic-proposal,problem_identification,{}
244,1107,5,0,"I appreciate your willingness to accommodate my budget. However, transportation to and from the trekking location is an essential part of the package for me. Is there any way we can find a solution to include it within my proposed budget of $20442?",Negotiate-Price-NoChange,,,"['own heavy bags', 'adventure trekking expedition package', 'porter services', 'solution', 'amenity porter services', 'transportation', 'trekking location']"
244,1107,5,1,I'm glad we could agree on the tour package. Thank you for choosing us.,Accept,definitive-decision-making,decision_making,{}
254,288,1,0,"Hi, I'm very interested in the Capture the Moments Photography Tour. Could you please provide me with more information on the package and its price?",Greet-Ask,,,[]
254,288,1,1,"'Hello, the Capture the Moments Photography Tour is an amazing package that includes luxurious accommodation, transportation, and delicious meals. It also offers a range of amenities such as photography workshops, drone photography assistance, post-processing and editing sessions, photography gear rental, review sessions, editing space, and photography exhibition visits. All of this is available for a reasonable price of $13200. It's a perfect opportunity for photography enthusiasts to capture stunning moments and enhance their skills.",Greet-Inform,problem-solving,relational_positioning,{}
254,288,2,0,"I appreciate the offer and the inclusivity of the Capture the Moments Photography Tour package. However, I have a budget of $11453.406157717216 for the tour. Is there any possibility of adjusting the price to fit my budget?",Negotiate-Price-Decrease,,,"['moments photography tour package', 'inclusivity']"
254,288,2,1,"Sir, I highly recommend adding the amenity Drone Photography Assistance to enhance your tour experience. With this addition, the tour cost would be only $13200. Would you be interested in including this amenity?",Negotiate-Add-X,strategic-proposal,problem_identification,{}
254,288,3,0,"No, I do not want to add Drone Photography Assistance as an amenity.",provide_consent,,,"['moments photography tour package', 'drone photography assistance', 'inclusivity']"
254,288,3,1,"Thanks for your consent, we are removing Drone Photography Assistance as an amenity.",consent_response,strategic-proposal,problem_identification,{}
254,288,4,0,"Thank you for removing the Drone Photography Assistance as an amenity. However, I am still unable to go above my proposed budget of $11453.406157717216. Is there any other way we can adjust the package to meet my budget?",Negotiate-Price-NoChange,,,"['moments photography tour package', 'drone photography assistance', 'inclusivity']"
254,288,4,1,"Thank you for your consideration, let's finalize the deal.",Accept,definitive-decision-making,decision_making,{}
257,94,1,0,Hi there! I'm really interested in the Wellness Retreat package. Could you please provide me with some information about the package and also the price?,Greet-Ask,,,"['wellness retreat package', 'information']"
257,94,1,1,"'Hello! The Wellness Retreat package is designed to provide you with a rejuvenating and holistic experience. It includes luxurious and comfortable accommodations, healthy and nutritious cuisine, and daily yoga and meditation sessions. Additionally, you will have access to healing therapies, relaxation areas, mindfulness spaces, spa facilities, fitness classes, and guided nature walks. All of this can be yours for only $15000. It's the perfect opportunity to nourish your mind, body, and soul.'",Greet-Inform,problem-solving,relational_positioning,{}
257,94,2,0,"I don't really need spa access, so please remove that amenity from the package.",Negotiate-Remove-X,,,"['wellness retreat package', 'information', 'spa access']"
257,94,2,1,"Since you don't need spa access, we can remove that amenity from the package. As an alternative, we can offer you fitness classes which will lower the cost of the tour to $15000.",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
257,94,3,0,"No, I would still like to keep the spa access as an amenity.",provide_consent,,,"['wellness retreat package', 'information', 'spa access']"
257,94,3,1,"Thanks for your consent, we will keep the spa access as an amenity.",consent_response,strategic-proposal,problem_identification,{}
257,94,4,0,What kind of accommodation is provided in the Wellness Retreat package?,Ask_Clarification-Y,,,"['wellness retreat package', 'information', 'spa access']"
257,94,4,1,"The Wellness Retreat package offers various types of accommodation options, ranging from cozy cottages to luxurious resorts. Each accommodation is designed to provide a serene and rejuvenating environment for guests.",Provide_Clarification-Y,problem-solving,problem_identification,{}
257,94,5,0,What options are available for meals in Wellness Retreat?,Ask_Clarification-Y,,,"['wellness retreat', 'spa access', 'wellness retreat package', 'information', 'meals']"
257,94,5,1,'The package offers healthy cuisine options for meals during your stay at the wellness retreat. You can enjoy nutritious and delicious meals that are specially designed to promote wellness and nourishment.',Provide_Clarification-Y,problem-solving,offer_generation,{}
257,94,6,0,"I appreciate the healthy cuisine options included in the package. However, I have a budget of $12488.027749444385 for the tour package. Is there any possibility of adjusting the price to meet my budget?",Negotiate-Price-Decrease,,,"['wellness retreat', 'healthy cuisine options', 'spa access', 'wellness retreat package', 'information', 'meals']"
257,94,6,1,"Thank you for your appreciation of the cuisine options in our package. Considering your budget, I can offer you a special concession at a price of $14449.575274641724.",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
257,94,7,0,"Thank you for the special concession offer. However, I'm afraid I cannot go beyond my proposed budget of $12488.027749444385. Is there any way we can make it work within that range?",Negotiate-Price-NoChange,,,"['wellness retreat', 'healthy cuisine options', 'spa access', 'wellness retreat package', 'special concession offer', 'information', 'meals']"
257,94,7,1,"Let's finalize the deal, thank you for choosing our tour package.",Accept,definitive-decision-making,decision_making,{}
258,1021,1,0,"I am interested in Cultural Heritage, could you tell me package details and price ",Greet-Ask,,,['cultural heritage']
258,1021,1,1,"endoftext|>\documentclass[12pt, a4paper]{article} ",Greet-Inform,problem-solving,relational_positioning,{}
258,1021,2,0,I cannot afford $22000? ,Negotiate-Price-Decrease,,,['cultural heritage']
258,1021,2,1,Is that the price you were looking for? ,Negotiate-Price-Increase,firm-pricing,offer_generation,{}
258,1021,3,0,"Yes, this is the price I was hoping for",Negotiate-Price-NoChange,,,['cultural heritage']
258,1021,3,1,"I like your proposal, let's go with the following details ",Accept,definitive-decision-making,decision_making,{}
261,995,1,0,Are there couple spa treatments included in Romantic Escape Honeymoon Package ,Ask_Clarification-Y,,,['spa treatments']
261,995,1,1,"Yes, this package has a couple spa treatments included' ",Provide_Clarification-Y,problem-solving,problem_identification,{}
261,995,2,0,"Due to the high pricing of the dinner amenity, I prefer to have the meal on the beach rather than the dinner ",Negotiate-Remove-X,,,"['meal', 'dinner', 'dinner amenity', 'spa treatments', 'beach']"
261,995,2,1,"It's fine if you want to remove the service Private starlit beach dinner, but as an option to this I will be recommended Champagne and Chocolates as a service which make this tour cost only $19000 ",Negotiate-Remove-Y-Add-X,strategic-proposal,problem_identification,{}
261,995,3,0,Ok I would like to add chocolates and champagne as a service ,provide_consent,,,"['meal', 'dinner', 'dinner amenity', 'chocolates', 'spa treatments', 'beach']"
261,995,3,1,"Thanks for your consent, we are adding some chocolates and champagne  as a service ",consent_response,strategic-proposal,problem_identification,{}
261,995,4,0,"I want to fly in sky, please add a private Helicopter Tour in the package ",Negotiate-Add-X,,,"['meal', 'private helicopter tour', 'dinner', 'dinner amenity', 'chocolates', 'spa treatments', 'beach']"
261,995,4,1,"Sure, after adding Private Helicopter Tour, the cost of package is $24200 ",Negotiate-Add-X,strategic-proposal,problem_identification,{}
261,995,5,0,I would consider this package but with $17900 only. ,Negotiate-Price-NoChange,,,"['meal', 'private helicopter tour', 'dinner', 'dinner amenity', 'chocolates', 'spa treatments', 'beach']"
261,995,5,1,"I am really sorry Sir, we cannot go down to $22700, let's meet in the middle. I can offer you this pacage in for $22900, Sir. ",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
261,995,6,0,The only difference between the above 2 options is the $1000. I have already increased my budget & I want to close this deal with Option 1 ,Negotiate-Price-NoChange,,,"['meal', 'private helicopter tour', 'dinner', 'dinner amenity', 'chocolates', 'spa treatments', 'beach']"
261,995,6,1,"Sir, I cannot accept $21500, I will have to go down to $26000. ",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
261,995,8,0,"I cannot afford $26000, what do you say for $17600? ",Negotiate-Price-Decrease,,,"['meal', 'private helicopter tour', 'dinner', 'dinner amenity', 'chocolates', 'spa treatments', 'beach']"
261,995,8,1,"I should value your money that's why we can provide you a tour package which have everything you are looking forward to, which is $16500, you will enjoy the all amazing moments in a budget which is a good option  ",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
261,995,9,0,"Oh! how can you afford, I can only go upto $17400? ",Negotiate-Price-Decrease,,,"['meal', 'private helicopter tour', 'dinner', 'dinner amenity', 'chocolates', 'spa treatments', 'beach']"
261,995,9,1,"Sorry, I cannot reduce the budget, we cannot compromise with the quality of service, we will be happy to give you special discount for this package, it's an upgraded package for honeymoon tour, the cost for this is $21500 ",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
261,995,10,0,No. I do not want to upgrade as we need something very simple. ,provide_consent,,,"['meal', 'private helicopter tour', 'dinner', 'dinner amenity', 'chocolates', 'spa treatments', 'beach']"
261,995,10,1,Ok sir your package will cost $22000 and it will be simple version ,consent_response,strategic-proposal,offer_generation,{}
261,995,12,0,"That's Ok, I will pay $17200, lets go ahead ",Negotiate-Price-Decrease,,,"['meal', 'private helicopter tour', 'dinner', 'dinner amenity', 'chocolates', 'spa treatments', 'beach']"
261,995,12,1,"Thanks for your response, Sorry ",Reject,definitive-decision-making,decision_making,{}
269,437,1,0,"Hi, I'm really interested in the Cultural Heritage Tour. Can you please provide me with more information about the package and its price?",Greet-Ask,,,['cultural heritage tour']
269,437,1,1,"'Sure, the Cultural Heritage Tour offers a unique experience to immerse yourself in the rich cultural heritage of various destinations. You will have the opportunity to explore historical sites, enjoy traditional performances, indulge in local cuisine experiences, and participate in art and craft workshops. The package also includes amenities such as language interpreter services, traditional costume rental, audio guides and headsets, expert lectures, and souvenir shopping. All of this can be yours for a price of $21500.",Greet-Inform,problem-solving,relational_positioning,{}
269,437,2,0,"I am interested in art and crafts, so please add art and craft workshops to the package.",Negotiate-Add-X,,,"['crafts', 'art and craft workshops', 'cultural heritage tour', 'art']"
269,437,2,1,"Absolutely, adding the art and craft workshops to the package is a great choice. The final cost of the tour package would be $26500.",Negotiate-Add-X,strategic-proposal,problem_identification,{}
269,437,3,0,"I appreciate the offer, but I can only afford up to $18372.308465519956 for this package. Can we work within this budget?",Negotiate-Price-Decrease,,,"['crafts', 'art and craft workshops', 'cultural heritage tour', 'art']"
269,437,3,1,"I understand your budget constraints, but considering the extensive services and amenities included in this package, it will be difficult for us to accommodate all of them within your proposed budget. However, I can try to make some adjustments and see if we can work within your budget. Let me check the options and get back to you with a revised proposal.",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
269,437,4,0,"No, I would prefer to stick to my proposed budget.",provide_consent,,,"['crafts', 'art and craft workshops', 'cultural heritage tour', 'art']"
269,437,4,1,Thanks for your response. We will proceed with your proposed budget and make sure to provide you with the best options within that range.,consent_response,strategic-proposal,offer_generation,{}
269,437,5,0,What is included for accommodation in the Cultural Heritage Tour package?,Ask_Clarification-Y,,,"['cultural heritage tour package', 'cultural heritage tour', 'crafts', 'art and craft workshops', 'art']"
269,437,5,1,"The accommodation included in the Cultural Heritage Tour package is of high quality and offers a comfortable stay. You will have a variety of options to choose from, ranging from luxurious hotels to cozy guesthouses, all located in close proximity to the cultural sites and attractions. Additionally, the package also includes traditional performances, local cuisine experiences, language interpreter services, art and craft workshops, audio guides and headsets, expert lectures, and souvenir shopping.",Provide_Clarification-Y,problem-solving,offer_generation,{}
269,437,6,0,What are the meal options available in Cultural Heritage Tour?,Ask_Clarification-Y,,,"['cultural heritage tour package', 'cultural heritage tour', 'crafts', 'art and craft workshops', 'meal options', 'art']"
269,437,6,1,The Cultural Heritage Tour offers a variety of meal options including local cuisine experience. You will have the opportunity to taste traditional dishes and experience the local flavors during your tour.,Provide_Clarification-Y,problem-solving,offer_generation,{}
269,437,7,0,"That's great to hear! I'm really interested in trying out the local cuisine. However, I must stick to my proposed budget of $18372.308465519956. Is there any way we can work within that range?",Negotiate-Price-NoChange,,,"['cultural heritage tour package', 'cultural heritage tour', 'crafts', 'art and craft workshops', 'local cuisine', 'meal options', 'art']"
269,437,7,1,"I understand your budget constraints, but unfortunately, I cannot go down to $18372.308465519956. However, I can offer you a discounted package at $20711.05789365314.",Negotiate-Price-Increase,flexible-pricing,offer_generation,{}
269,437,8,0,"Thank you for understanding my budget constraints. While I appreciate the discounted package offer at $20711.05789365314, I am still unable to go above my proposed budget of $18372.308465519956. Is there any other way we can adjust the package to make it work within my budget?",Negotiate-Price-NoChange,,,"['cultural heritage tour package', 'cultural heritage tour', 'crafts', 'art and craft workshops', 'local cuisine', 'meal options', 'art']"
269,437,8,1,I'm glad we could come to an agreement. Thank you for choosing our tour package.,Accept,co-operative-decision-making,decision_making,{}
273,881,1,0,You are a customer and you want to know more about package Discovering Kenya ,Ask_Clarification-Y,,,[]
273,881,1,1,Package is offering services accommodation accommodation sightseeing sightseeing local cuisine experience local cuisine experience traditional performances traditional performances traditional performances' ,Provide_Clarification-Y,problem-solving,relational_positioning,{}
273,881,2,0,What about accomodation included in Cultural Heritage Tour ,Ask_Clarification-Y,,,['cultural heritage tour']
273,881,2,1,The package have some great amenties like accommodation in a heritage luxury hotels for accommodation and you will get meals in all three hotel accommodation sightseeing sightseeing sightseeing local cuisine experience local cuisine experience local cuisine experience' ,Provide_Clarification-Y,problem-solving,problem_identification,{}
273,881,3,0,"I like to try my hand in art and craft, please add art and craft workshops in the package ",Negotiate-Add-X,,,"['craft', 'art and craft workshops', 'cultural heritage tour', 'art']"
273,881,3,1,"Ok thanks for adding, after adding the amenity Art and craft workshop the tour cost is $26500 ",Negotiate-Add-X,strategic-proposal,problem_identification,{}
273,881,4,0,"It's too much, I cannot go more higher than $22200 ",Negotiate-Price-NoChange,,,"['craft', 'art and craft workshops', 'cultural heritage tour', 'art']"
273,881,4,1,The revised price of the offer is $26000 ,Negotiate-Price-Increase,firm-pricing,offer_generation,{}
273,881,5,0,cannot go more than $ 22000 ,Negotiate-Price-NoChange,,,"['craft', 'art and craft workshops', 'cultural heritage tour', 'art']"
273,881,5,1,"Thanks, We will discuss the tour package after reaching your hotel ",Accept,definitive-decision-making,decision_making,{}
281,1119,1,0,"Hey!, I want to buy this package, what will be the cost of Beach Resort ",Greet-Ask,,,['beach resort']
281,1119,1,1,' ,Greet-Inform,problem-solving,relational_positioning,{}
281,1119,2,0, ,Negotiate-Price-Decrease,,,['beach resort']
281,1119,2,1,"Sir, we are offering you this package for $21000, can we sign the deal at that price? ",Negotiate-Price-Increase,firm-pricing,offer_generation,{}
281,1119,3,0,", my budget is $18600. ",Negotiate-Price-NoChange,,,['beach resort']
281,1119,3,1,"You are welcomed, lets close the deal with acceptance ",Accept,definitive-decision-making,decision_making,{}
286,56,1,0,Could you tell me what does Capture the Moments Photography Tour include?,Ask_Clarification-Y,,,['moments photography tour']
286,56,1,1,"'The Capture the Moments Photography Tour includes accommodation, transportation, meals, photography workshops, drone photography assistance, post-processing and editing sessions, photography gear rental, review sessions, editing space, and photography exhibition visits.'",Provide_Clarification-Y,problem-solving,problem_identification,{}
286,56,2,0,"I am interested in capturing aerial photographs during the tour, so I would like to add Drone Photography Assistance to the package.",Negotiate-Add-X,,,"['aerial photographs', 'drone photography assistance', 'moments photography tour']"
286,56,2,1,"Absolutely, adding the amenity Drone Photography Assistance is a great idea. The final tour cost will be $14200.",Negotiate-Add-X,strategic-proposal,problem_identification,{}
286,56,3,0,What kind of accommodation is included in the Capture the Moments Photography Tour package?,Ask_Clarification-Y,,,"['moments photography tour package', 'aerial photographs', 'drone photography assistance', 'moments photography tour']"
286,56,3,1,'Accommodation in the Capture the Moments Photography Tour package includes cozy and comfortable stays. The package takes care of your accommodation needs throughout the tour.',Provide_Clarification-Y,problem-solving,problem_identification,{}
286,56,4,0,What meals are included in Capture the Moments Photography Tour?,Ask_Clarification-Y,,,"['moments photography tour package', 'aerial photographs', 'moments photography tour', 'drone photography assistance', 'meals']"
286,56,4,1,'Meals are included in Capture the Moments Photography Tour. You will be provided with meals throughout your tour.',Provide_Clarification-Y,problem-solving,offer_generation,{}
286,56,5,0,"I appreciate that meals are included in the Capture the Moments Photography Tour. However, my budget for this tour package is $10433.298295733714. Is there any way we can work within that range?",Negotiate-Price-Decrease,,,"['moments photography tour package', 'aerial photographs', 'moments photography tour', 'drone photography assistance', 'meals']"
286,56,5,1,"I understand that you have a specific budget for the tour package. However, considering the services and amenities included in the Capture the Moments Photography Tour, it would not be possible to lower the price to $10433.298295733714. The current price is already discounted for the package. If you can increase your budget slightly, we can try to work out a more affordable option for you.",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
286,56,6,0,"I appreciate your understanding, but unfortunately, $10722.014756561153 is the maximum amount I can allocate for this tour package. Is there any way we can work out a more affordable option within this budget?",Negotiate-Price-Decrease,,,"['moments photography tour package', 'aerial photographs', 'moments photography tour', 'understanding', 'drone photography assistance', 'meals']"
286,56,7,0,"I'm sorry, but I cannot go above my proposed budget of $10722.014756561153.",Negotiate-Price-NoChange,,,"['moments photography tour package', 'aerial photographs', 'moments photography tour', 'understanding', 'drone photography assistance', 'meals']"
286,56,7,1,"I understand your budget constraints, but the services and amenities included in this package are truly exceptional. We can offer you a discounted price of $11500, which is the best we can do without compromising on the quality of the experience.",Negotiate-Price-NoChange,firm-pricing,offer_generation,{}
286,56,8,0,"Yes, I would be interested in adding the discounted amenities and services for the price of $11500.",provide_consent,,,"['moments photography tour package', 'aerial photographs', 'discounted amenities', 'moments photography tour', 'understanding', 'drone photography assistance', 'meals']"
286,56,8,1,"Thanks for your consent, we will add the discounted amenities and services for the price of $11500 to your package.",consent_response,strategic-proposal,offer_generation,{}
286,56,9,0,"I appreciate the offer, but I can only afford $10986.52543518304 for this package. Can we work something out within my budget?",Negotiate-Price-Decrease,,,"['moments photography tour package', 'aerial photographs', 'discounted amenities', 'moments photography tour', 'understanding', 'drone photography assistance', 'meals']"
286,56,9,1,"Sir, I would like to recommend the amenity Photography Gear Rental, which will make the tour cost $12215.63. Would you be interested in adding this to your package?",Negotiate-Add-X,strategic-proposal,problem_identification,{}
286,56,10,1,"Sorry, I didn't get your response. Could you please clarify your answer?",consent_response,strategic-proposal,problem_identification,{}
286,56,11,0,I'm sorry for the confusion. I mean to say that I cannot go over my proposed budget of $10986.52543518304.,Negotiate-Price-NoChange,,,"['moments photography tour package', 'aerial photographs', 'discounted amenities', 'moments photography tour', 'understanding', 'drone photography assistance', 'meals']"
286,56,11,1,I'm glad we could come to an agreement. Thank you for choosing our tour package.,Accept,definitive-decision-making,decision_making,{}
287,1178,1,0,"Hey!, I want to buy this package, what will be the cost of Family Adventure Expedition: Fun for Everyone ",Greet-Ask,,,['family adventure expedition']
287,1178,1,1,The package is offering services which include... amenities…,Greet-Inform,problem-solving,relational_positioning,{}
287,1178,2,0,"I need only the basic package, I don't need this amenities, can you make a deal with me? ",Negotiate-Price-Decrease,,,['family adventure expedition']
